order_id,order_date,product_category,product_name,quantity,unit_price,total_value,customer_region,payment_method,order_status
ORD-0476,2024-07-10,Esportes,Halteres Par 5kg,2,88.82,177.64,Nordeste,PIX,Entregue
ORD-0477,2024-07-10,Beleza,Kit Skincare Vitamina C,4,116.44,465.76,Sul,Boleto,Cancelado
ORD-0478,2024-07-10,Esportes,Corda de Pular Speed,1,50.36,50.36,Sul,Boleto,Cancelado
ORD-0479,2024-07-10,Beleza,Kit Skincare Vitamina C,1,137.35,137.35,Sudeste,PIX,Entregue
ORD-0480,2024-07-11,Moda,Vestido Floral Midi,2,146.19,292.38,Nordeste,PIX,Entregue
ORD-0481,2024-07-11,Moda,Vestido Floral Midi,1,162.99,162.99,Sul,PIX,Entregue
ORD-0482,2024-07-11,Beleza,Protetor Solar FPS 60,1,47.61,47.61,Sul,Boleto,Entregue
ORD-0483,2024-07-11,Moda,Vestido Floral Midi,1,155.87,155.87,Sudeste,Boleto,Entregue
ORD-0484,2024-07-12,Casa e Jardim,Panela de Pressão Elétrica,5,281.79,1408.95,Norte,PIX,Entregue
ORD-0485,2024-07-12,Beleza,Secador de Cabelo Profissional,2,223.75,447.5,Sudeste,Cartao,Em transito
ORD-0486,2024-07-13,Casa e Jardim,Panela de Pressão Elétrica,1,304.76,304.76,Nordeste,Cartao,Em transito
ORD-0487,2024-07-14,Livros,O Poder do Hábito,5,39.14,195.7,Sudeste,PIX,Entregue
ORD-0488,2024-07-15,Casa e Jardim,Jogo de Cama Queen 300 fios,4,157.09,628.36,Norte,Boleto,Entregue
ORD-0489,2024-07-15,Livros,Sapiens - Uma Breve Historia,1,45.62,45.62,Sudeste,PIX,Entregue
ORD-0490,2024-07-15,Livros,Pai Rico Pai Pobre,3,41.65,124.95,Sudeste,PIX,Em transito
ORD-0491,2024-07-16,Beleza,Kit Skincare Vitamina C,2,134.77,269.54,Sudeste,Cartao,Entregue
ORD-0492,2024-07-17,Livros,O Poder do Hábito,1,39.74,39.74,Sul,Cartao,Entregue
ORD-0493,2024-07-17,Eletrônicos,Teclado Mecânico Redragon,3,289.91,869.73,Nordeste,Boleto,Cancelado
ORD-0494,2024-07-17,Moda,Boné Snapback,2,60.8,121.6,Sudeste,Cartao,Entregue
ORD-0495,2024-07-17,Casa e Jardim,Vassoura Elétrica Robô,1,453.21,453.21,Sudeste,Cartao,Entregue
ORD-0496,2024-07-18,Eletrônicos,Webcam Full HD 1080p,2,239.63,479.26,Nordeste,PIX,Entregue
ORD-0497,2024-07-18,Esportes,Whey Protein 900g,1,119.51,119.51,Nordeste,PIX,Entregue
ORD-0498,2024-07-18,Eletrônicos,Webcam Full HD 1080p,2,219.08,438.16,Sudeste,PIX,Entregue
ORD-0499,2024-07-18,Esportes,Garrafa Térmica 1L,1,60.8,60.8,Sul,Cartao,Entregue
ORD-0500,2024-07-19,Eletrônicos,Mouse Sem Fio Logitech,1,157.25,157.25,Centro-Oeste,PIX,Entregue
ORD-0501,2024-07-19,Esportes,Tênis de Corrida Nike,1,386.89,386.89,Nordeste,PIX,Entregue
ORD-0502,2024-07-19,Casa e Jardim,Vassoura Elétrica Robô,3,531.09,1593.27,Sul,Cartao,Em transito
ORD-0503,2024-07-19,Moda,Bolsa Feminina de Couro,1,258.23,258.23,Sul,PIX,Entregue
ORD-0504,2024-07-19,Moda,Vestido Floral Midi,3,172.57,517.71,Norte,PIX,Entregue
ORD-0505,2024-07-20,Eletrônicos,Mouse Sem Fio Logitech,1,147.51,147.51,Sudeste,Cartao,Entregue
ORD-0506,2024-07-20,Livros,Clean Code,2,89.87,179.74,Centro-Oeste,Cartao,Entregue
ORD-0507,2024-07-20,Esportes,Tapete de Yoga 6mm,1,85.42,85.42,Sudeste,PIX,Entregue
ORD-0508,2024-07-20,Beleza,Protetor Solar FPS 60,1,46.76,46.76,Centro-Oeste,PIX,Entregue
ORD-0509,2024-07-20,Beleza,Shampoo Antirresíduo 300ml,1,37.91,37.91,Sudeste,Boleto,Entregue
ORD-0510,2024-07-21,Esportes,Tapete de Yoga 6mm,1,86.53,86.53,Sudeste,Boleto,Entregue
ORD-0511,2024-07-21,Moda,Bolsa Feminina de Couro,1,249.03,249.03,Centro-Oeste,PIX,Entregue
ORD-0512,2024-07-21,Livros,Clean Code,1,86.04,86.04,Sudeste,PIX,Entregue
ORD-0513,2024-07-22,Beleza,Secador de Cabelo Profissional,5,207.45,1037.25,Nordeste,Cartao,Entregue
ORD-0514,2024-07-22,Esportes,Corda de Pular Speed,4,53.81,215.24,Centro-Oeste,PIX,Entregue
ORD-0515,2024-07-22,Esportes,Halteres Par 5kg,2,82.54,165.08,Nordeste,Cartao,Cancelado
ORD-0516,2024-07-22,Beleza,Perfume Masculino 100ml,2,185.88,371.76,Nordeste,PIX,Entregue
ORD-0517,2024-07-22,Esportes,Tapete de Yoga 6mm,2,73.18,146.36,Nordeste,Cartao,Entregue
ORD-0518,2024-07-22,Moda,Camisa Social Slim Fit,3,123.49,370.47,Centro-Oeste,Cartao,Cancelado
ORD-0519,2024-07-23,Moda,Boné Snapback,3,64.11,192.33,Sudeste,Cartao,Em transito
ORD-0520,2024-07-23,Eletrônicos,Carregador Turbo USB-C,3,66.48,199.44,Sul,Cartao,Cancelado
ORD-0521,2024-07-23,Esportes,Garrafa Térmica 1L,2,56.68,113.36,Norte,Cartao,Entregue
ORD-0522,2024-07-24,Moda,Meia Kit 3 pares,1,27.19,27.19,Sudeste,Boleto,Entregue
ORD-0523,2024-07-25,Livros,Sapiens - Uma Breve Historia,2,50.1,100.2,Sudeste,PIX,Entregue
ORD-0524,2024-07-26,Esportes,Whey Protein 900g,2,129.06,258.12,Sul,PIX,Cancelado
ORD-0525,2024-07-27,Esportes,Garrafa Térmica 1L,1,54.72,54.72,Sudeste,Cartao,Entregue
ORD-0526,2024-07-27,Casa e Jardim,Tapete Sala 2x3m,2,178.51,357.02,Sudeste,PIX,Entregue
ORD-0527,2024-07-28,Esportes,Corda de Pular Speed,2,50.15,100.3,Norte,Boleto,Entregue
ORD-0528,2024-07-29,Eletrônicos,Webcam Full HD 1080p,1,228.64,228.64,Centro-Oeste,Cartao,Entregue
ORD-0529,2024-07-29,Beleza,Shampoo Antirresíduo 300ml,1,41.24,41.24,Nordeste,Cartao,Entregue
ORD-0530,2024-07-29,Moda,Vestido Floral Midi,5,160.2,801.0,Sudeste,PIX,Entregue
ORD-0531,2024-07-29,Eletrônicos,Cabo HDMI 2m,1,37.37,37.37,Sudeste,Cartao,Entregue
ORD-0532,2024-07-29,Esportes,Tênis de Corrida Nike,1,408.03,408.03,Nordeste,PIX,Cancelado
ORD-0533,2024-07-29,Esportes,Bicicleta Speed Aro 29,1,1565.75,1565.75,Sul,Boleto,Entregue
ORD-0534,2024-07-30,Moda,Calça Jeans Skinny,1,136.6,136.6,Sudeste,Cartao,Entregue
ORD-0535,2024-07-30,Moda,Calça Jeans Skinny,1,127.61,127.61,Sul,Cartao,Entregue
ORD-0536,2024-07-30,Beleza,Kit Skincare Vitamina C,2,118.45,236.9,Sul,PIX,Entregue
ORD-0537,2024-07-30,Beleza,Protetor Solar FPS 60,1,50.1,50.1,Nordeste,PIX,Entregue
ORD-0538,2024-07-30,Casa e Jardim,Vassoura Elétrica Robô,3,536.06,1608.18,Sudeste,PIX,Entregue
ORD-0539,2024-07-31,Eletrônicos,Webcam Full HD 1080p,2,210.59,421.18,Centro-Oeste,PIX,Entregue
ORD-0540,2024-07-31,Moda,Bolsa Feminina de Couro,2,224.28,448.56,Sudeste,Cartao,Entregue
ORD-0541,2024-08-01,Eletrônicos,Hub USB 7 portas,2,84.33,168.66,Nordeste,PIX,Entregue
ORD-0542,2024-08-01,Livros,O Poder do Hábito,1,37.01,37.01,Sul,Cartao,Cancelado
ORD-0543,2024-08-01,Eletrônicos,Carregador Turbo USB-C,2,64.15,128.3,Sudeste,Boleto,Entregue
ORD-0544,2024-08-02,Livros,Clean Code,1,85.99,85.99,Sudeste,Boleto,Entregue
ORD-0545,2024-08-02,Casa e Jardim,Vassoura Elétrica Robô,2,515.06,1030.12,Nordeste,Cartao,Em transito
ORD-0546,2024-08-02,Beleza,Protetor Solar FPS 60,1,47.63,47.63,Sul,PIX,Cancelado
ORD-0547,2024-08-02,Eletrônicos,Webcam Full HD 1080p,1,234.04,234.04,Nordeste,PIX,Cancelado
ORD-0548,2024-08-02,Casa e Jardim,Vassoura Elétrica Robô,1,490.39,490.39,Sudeste,PIX,Entregue
ORD-0549,2024-08-03,Beleza,Protetor Solar FPS 60,1,53.77,53.77,Sul,Boleto,Em transito
ORD-0550,2024-08-03,Casa e Jardim,Tapete Sala 2x3m,1,193.11,193.11,Nordeste,Boleto,Entregue
ORD-0551,2024-08-04,Moda,Vestido Floral Midi,1,160.99,160.99,Sul,Cartao,Entregue
ORD-0552,2024-08-04,Livros,Pai Rico Pai Pobre,5,45.84,229.2,Sudeste,PIX,Entregue
ORD-0553,2024-08-05,Eletrônicos,Cabo HDMI 2m,5,41.34,206.7,Nordeste,PIX,Entregue
ORD-0554,2024-08-05,Beleza,Perfume Masculino 100ml,1,170.53,170.53,Sudeste,Cartao,Entregue
ORD-0555,2024-08-05,Livros,Sapiens - Uma Breve Historia,1,47.27,47.27,Sul,PIX,Entregue
ORD-0556,2024-08-05,Livros,O Poder do Hábito,1,41.59,41.59,Norte,Boleto,Entregue
ORD-0557,2024-08-05,Esportes,Corda de Pular Speed,1,44.45,44.45,Sudeste,Cartao,Cancelado
ORD-0558,2024-08-06,Casa e Jardim,Tapete Sala 2x3m,1,199.73,199.73,Sul,Boleto,Entregue
ORD-0559,2024-08-06,Beleza,Shampoo Antirresíduo 300ml,1,37.56,37.56,Sudeste,Cartao,Entregue
ORD-0560,2024-08-06,Casa e Jardim,Jogo de Cama Queen 300 fios,1,162.99,162.99,Sudeste,Boleto,Entregue
ORD-0561,2024-08-06,Moda,Vestido Floral Midi,1,162.36,162.36,Sudeste,Cartao,Entregue
ORD-0562,2024-08-07,Casa e Jardim,Kit Ferramentas 42 peças,1,116.92,116.92,Nordeste,PIX,Entregue
ORD-0563,2024-08-08,Casa e Jardim,Luminária LED de Mesa,1,99.5,99.5,Sudeste,PIX,Entregue
ORD-0564,2024-08-08,Eletrônicos,Hub USB 7 portas,2,89.11,178.22,Centro-Oeste,PIX,Entregue
ORD-0565,2024-08-09,Esportes,Halteres Par 5kg,1,95.66,95.66,Sudeste,Cartao,Entregue
ORD-0566,2024-08-09,Livros,A Startup Enxuta,1,48.34,48.34,Sudeste,PIX,Cancelado
ORD-0567,2024-08-10,Eletrônicos,Smartphone Samsung Galaxy A54,1,1249.89,1249.89,Norte,Boleto,Entregue
ORD-0568,2024-08-11,Eletrônicos,Fone de Ouvido Bluetooth JBL,2,189.78,379.56,Sudeste,Cartao,Entregue
ORD-0569,2024-08-11,Moda,Camisa Social Slim Fit,1,111.87,111.87,Nordeste,Cartao,Entregue
ORD-0570,2024-08-12,Casa e Jardim,Luminária LED de Mesa,1,92.22,92.22,Centro-Oeste,Cartao,Entregue
ORD-0571,2024-08-12,Livros,Clean Code,1,89.88,89.88,Centro-Oeste,Cartao,Entregue
ORD-0572,2024-08-12,Moda,Tênis Casual Masculino,3,172.25,516.75,Nordeste,PIX,Entregue
ORD-0573,2024-08-12,Beleza,Kit Skincare Vitamina C,1,118.83,118.83,Nordeste,PIX,Entregue
ORD-0574,2024-08-14,Livros,A Startup Enxuta,2,46.96,93.92,Sul,PIX,Entregue
ORD-0575,2024-08-14,Beleza,Shampoo Antirresíduo 300ml,1,41.41,41.41,Centro-Oeste,Cartao,Entregue
ORD-0576,2024-08-14,Eletrônicos,Hub USB 7 portas,1,81.83,81.83,Sul,Cartao,Entregue
ORD-0577,2024-08-14,Moda,Bolsa Feminina de Couro,2,266.98,533.96,Centro-Oeste,PIX,Entregue
ORD-0578,2024-08-14,Beleza,Secador de Cabelo Profissional,3,231.65,694.95,Nordeste,PIX,Entregue
ORD-0579,2024-08-14,Casa e Jardim,Tapete Sala 2x3m,1,187.53,187.53,Sul,Cartao,Entregue
ORD-0580,2024-08-15,Eletrônicos,Webcam Full HD 1080p,2,232.91,465.82,Sudeste,Cartao,Entregue
ORD-0581,2024-08-18,Livros,Algoritmos - CLRS,1,146.04,146.04,Sul,Cartao,Em transito
ORD-0582,2024-08-18,Esportes,Bicicleta Speed Aro 29,3,1451.25,4353.75,Nordeste,Cartao,Entregue
ORD-0583,2024-08-18,Casa e Jardim,Vassoura Elétrica Robô,1,518.37,518.37,Sul,Cartao,Entregue
ORD-0584,2024-08-18,Esportes,Bicicleta Speed Aro 29,1,1526.63,1526.63,Nordeste,Cartao,Entregue
ORD-0585,2024-08-18,Esportes,Bicicleta Speed Aro 29,2,1528.46,3056.92,Nordeste,Cartao,Entregue
ORD-0586,2024-08-19,Beleza,Shampoo Antirresíduo 300ml,1,35.58,35.58,Sudeste,Cartao,Entregue
ORD-0587,2024-08-20,Eletrônicos,Carregador Turbo USB-C,1,71.22,71.22,Sudeste,Cartao,Entregue
ORD-0588,2024-08-21,Moda,Boné Snapback,1,63.45,63.45,Norte,Cartao,Em transito
ORD-0589,2024-08-21,Esportes,Halteres Par 5kg,1,97.59,97.59,Sudeste,PIX,Em transito
ORD-0590,2024-08-22,Esportes,Corda de Pular Speed,1,45.35,45.35,Sudeste,Cartao,Entregue
ORD-0591,2024-08-22,Beleza,Protetor Solar FPS 60,1,52.14,52.14,Norte,Boleto,Entregue
ORD-0592,2024-08-22,Beleza,Protetor Solar FPS 60,1,47.96,47.96,Nordeste,PIX,Entregue
ORD-0593,2024-08-23,Beleza,Perfume Masculino 100ml,1,188.05,188.05,Nordeste,Boleto,Cancelado
ORD-0594,2024-08-23,Moda,Camisa Social Slim Fit,2,130.84,261.68,Sudeste,PIX,Entregue
ORD-0595,2024-08-24,Beleza,Pinceis de Maquiagem Kit 12pc,5,81.5,407.5,Sudeste,PIX,Entregue
ORD-0596,2024-08-24,Esportes,Corda de Pular Speed,4,50.91,203.64,Sul,Cartao,Entregue
ORD-0597,2024-08-24,Esportes,Garrafa Térmica 1L,1,57.29,57.29,Sul,Cartao,Cancelado
ORD-0598,2024-08-25,Moda,Boné Snapback,1,59.02,59.02,Nordeste,PIX,Em transito
ORD-0599,2024-08-25,Livros,Algoritmos - CLRS,1,155.11,155.11,Nordeste,Cartao,Entregue
ORD-0600,2024-08-26,Beleza,Protetor Solar FPS 60,5,53.74,268.7,Sul,Cartao,Entregue
ORD-0601,2024-08-26,Livros,O Poder do Hábito,2,37.01,74.02,Sul,Cartao,Entregue
ORD-0602,2024-08-26,Livros,Sapiens - Uma Breve Historia,1,47.16,47.16,Sudeste,Cartao,Entregue
ORD-0603,2024-08-26,Livros,Algoritmos - CLRS,1,151.2,151.2,Sudeste,Boleto,Entregue
ORD-0604,2024-08-26,Moda,Tênis Casual Masculino,2,185.98,371.96,Sudeste,Cartao,Entregue
ORD-0605,2024-08-27,Beleza,Pinceis de Maquiagem Kit 12pc,2,80.23,160.46,Sul,PIX,Entregue
ORD-0606,2024-08-27,Eletrônicos,Mouse Sem Fio Logitech,1,148.55,148.55,Sudeste,Cartao,Entregue
ORD-0607,2024-08-28,Livros,Clean Code,1,85.0,85.0,Sul,Cartao,Em transito
ORD-0608,2024-08-28,Beleza,Perfume Masculino 100ml,1,195.02,195.02,Sudeste,Cartao,Entregue
ORD-0609,2024-08-28,Moda,Meia Kit 3 pares,1,29.16,29.16,Centro-Oeste,Boleto,Entregue
ORD-0610,2024-08-28,Moda,Meia Kit 3 pares,5,28.98,144.9,Sul,PIX,Entregue
ORD-0611,2024-08-28,Beleza,Perfume Masculino 100ml,2,178.07,356.14,Sudeste,Cartao,Entregue
ORD-0612,2024-08-29,Eletrônicos,Smartphone Samsung Galaxy A54,1,1212.64,1212.64,Sudeste,Cartao,Entregue
ORD-0613,2024-08-29,Livros,Pai Rico Pai Pobre,2,42.94,85.88,Nordeste,PIX,Cancelado
ORD-0614,2024-08-29,Eletrônicos,Mouse Sem Fio Logitech,1,161.73,161.73,Sul,Boleto,Entregue
ORD-0615,2024-08-29,Eletrônicos,Fone de Ouvido Bluetooth JBL,2,204.79,409.58,Centro-Oeste,Cartao,Em transito
ORD-0616,2024-08-29,Casa e Jardim,Panela de Pressão Elétrica,3,266.18,798.54,Sudeste,Cartao,Entregue
ORD-0617,2024-08-29,Beleza,Shampoo Antirresíduo 300ml,2,36.99,73.98,Sul,Cartao,Entregue
ORD-0618,2024-08-30,Moda,Camisa Social Slim Fit,2,120.13,240.26,Norte,PIX,Entregue
ORD-0619,2024-08-30,Eletrônicos,Hub USB 7 portas,2,86.36,172.72,Sudeste,PIX,Entregue
ORD-0620,2024-08-30,Eletrônicos,Cabo HDMI 2m,2,42.51,85.02,Sul,PIX,Cancelado
ORD-0621,2024-08-30,Moda,Calça Jeans Skinny,3,143.35,430.05,Nordeste,Boleto,Cancelado
ORD-0622,2024-08-30,Beleza,Perfume Masculino 100ml,1,179.68,179.68,Centro-Oeste,Cartao,Em transito
ORD-0623,2024-08-30,Casa e Jardim,Regador de Jardim 5L,3,38.43,115.29,Sul,PIX,Entregue
ORD-0624,2024-08-31,Eletrônicos,Mouse Sem Fio Logitech,1,157.26,157.26,Sudeste,PIX,Em transito
ORD-0625,2024-09-01,Casa e Jardim,Luminária LED de Mesa,1,97.82,97.82,Centro-Oeste,Cartao,Entregue
ORD-0626,2024-09-01,Esportes,Bicicleta Speed Aro 29,2,1392.23,2784.46,Sudeste,Cartao,Em transito
ORD-0627,2024-09-01,Beleza,Secador de Cabelo Profissional,1,201.62,201.62,Nordeste,PIX,Entregue
ORD-0628,2024-09-02,Esportes,Whey Protein 900g,1,132.94,132.94,Sudeste,PIX,Entregue
ORD-0629,2024-09-02,Casa e Jardim,Tapete Sala 2x3m,1,191.82,191.82,Centro-Oeste,Cartao,Entregue
ORD-0630,2024-09-02,Beleza,Kit Skincare Vitamina C,1,130.04,130.04,Centro-Oeste,Cartao,Entregue
ORD-0631,2024-09-03,Livros,Sapiens - Uma Breve Historia,1,53.26,53.26,Sul,PIX,Entregue
ORD-0632,2024-09-03,Beleza,Kit Skincare Vitamina C,3,125.53,376.59,Sudeste,Boleto,Entregue
ORD-0633,2024-09-04,Casa e Jardim,Kit Ferramentas 42 peças,2,121.34,242.68,Centro-Oeste,Cartao,Entregue
ORD-0634,2024-09-04,Esportes,Bicicleta Speed Aro 29,1,1538.16,1538.16,Sudeste,Cartao,Entregue
ORD-0635,2024-09-04,Moda,Tênis Casual Masculino,2,168.01,336.02,Nordeste,Cartao,Entregue
ORD-0636,2024-09-04,Livros,A Startup Enxuta,1,42.31,42.31,Norte,Cartao,Em transito
ORD-0637,2024-09-04,Eletrônicos,Teclado Mecânico Redragon,2,272.45,544.9,Sudeste,PIX,Entregue
ORD-0638,2024-09-06,Beleza,Protetor Solar FPS 60,2,48.59,97.18,Norte,PIX,Entregue
ORD-0639,2024-09-06,Eletrônicos,Smartphone Samsung Galaxy A54,1,1360.17,1360.17,Sudeste,Boleto,Entregue
ORD-0640,2024-09-07,Moda,Boné Snapback,1,60.76,60.76,Sul,Boleto,Cancelado
ORD-0641,2024-09-07,Eletrônicos,Hub USB 7 portas,3,90.98,272.94,Sudeste,Cartao,Entregue
ORD-0642,2024-09-07,Livros,Sapiens - Uma Breve Historia,3,46.26,138.78,Nordeste,Cartao,Em transito
ORD-0643,2024-09-07,Beleza,Pinceis de Maquiagem Kit 12pc,5,76.22,381.1,Nordeste,PIX,Cancelado
ORD-0644,2024-09-08,Moda,Meia Kit 3 pares,1,26.36,26.36,Sudeste,PIX,Entregue
ORD-0645,2024-09-08,Moda,Boné Snapback,1,57.47,57.47,Sudeste,Cartao,Entregue
ORD-0646,2024-09-08,Beleza,Protetor Solar FPS 60,1,47.79,47.79,Norte,PIX,Entregue
ORD-0647,2024-09-08,Eletrônicos,Mouse Sem Fio Logitech,3,146.5,439.5,Sul,Cartao,Entregue
ORD-0648,2024-09-09,Beleza,Secador de Cabelo Profissional,1,220.01,220.01,Centro-Oeste,Cartao,Entregue
ORD-0649,2024-09-09,Moda,Boné Snapback,4,59.0,236.0,Sul,Cartao,Entregue
ORD-0650,2024-09-09,Eletrônicos,Cabo HDMI 2m,5,36.6,183.0,Centro-Oeste,Cartao,Cancelado
ORD-0651,2024-09-09,Livros,Sapiens - Uma Breve Historia,2,46.25,92.5,Sul,PIX,Entregue
ORD-0652,2024-09-09,Moda,Boné Snapback,3,63.06,189.18,Nordeste,PIX,Em transito
ORD-0653,2024-09-09,Eletrônicos,Teclado Mecânico Redragon,1,286.15,286.15,Sudeste,Cartao,Entregue
ORD-0654,2024-09-10,Eletrônicos,Fone de Ouvido Bluetooth JBL,4,198.09,792.36,Sudeste,Cartao,Entregue
ORD-0655,2024-09-10,Eletrônicos,Fone de Ouvido Bluetooth JBL,2,203.93,407.86,Nordeste,PIX,Entregue
ORD-0656,2024-09-11,Beleza,Secador de Cabelo Profissional,1,207.18,207.18,Sudeste,PIX,Entregue
ORD-0657,2024-09-11,Moda,Calça Jeans Skinny,1,149.88,149.88,Nordeste,PIX,Entregue
ORD-0658,2024-09-11,Moda,Vestido Floral Midi,1,157.57,157.57,Sudeste,Cartao,Entregue
ORD-0659,2024-09-11,Casa e Jardim,Luminária LED de Mesa,1,95.75,95.75,Nordeste,PIX,Entregue
ORD-0660,2024-09-11,Esportes,Garrafa Térmica 1L,2,58.04,116.08,Sudeste,PIX,Entregue
ORD-0661,2024-09-12,Beleza,Protetor Solar FPS 60,2,52.97,105.94,Nordeste,PIX,Entregue
ORD-0662,2024-09-12,Livros,Algoritmos - CLRS,1,159.79,159.79,Nordeste,Cartao,Entregue
ORD-0663,2024-09-12,Esportes,Halteres Par 5kg,1,95.63,95.63,Nordeste,PIX,Em transito
ORD-0664,2024-09-12,Moda,Vestido Floral Midi,1,171.66,171.66,Sudeste,Boleto,Entregue
ORD-0665,2024-09-13,Livros,O Poder do Hábito,1,38.42,38.42,Norte,Cartao,Entregue
ORD-0666,2024-09-13,Esportes,Whey Protein 900g,2,118.24,236.48,Sul,PIX,Entregue
ORD-0667,2024-09-13,Casa e Jardim,Panela de Pressão Elétrica,5,264.44,1322.2,Sudeste,Cartao,Entregue
ORD-0668,2024-09-13,Esportes,Corda de Pular Speed,2,49.69,99.38,Centro-Oeste,Cartao,Entregue
ORD-0669,2024-09-14,Beleza,Pinceis de Maquiagem Kit 12pc,3,74.02,222.06,Sul,Cartao,Entregue
ORD-0670,2024-09-14,Beleza,Kit Skincare Vitamina C,2,126.03,252.06,Nordeste,PIX,Entregue
ORD-0671,2024-09-14,Beleza,Protetor Solar FPS 60,2,49.42,98.84,Sul,PIX,Cancelado
ORD-0672,2024-09-14,Beleza,Kit Skincare Vitamina C,3,129.38,388.14,Sudeste,PIX,Entregue
ORD-0673,2024-09-15,Esportes,Tapete de Yoga 6mm,1,71.75,71.75,Sul,Cartao,Entregue
ORD-0674,2024-09-16,Moda,Bolsa Feminina de Couro,1,272.97,272.97,Sudeste,Cartao,Em transito
ORD-0675,2024-09-17,Livros,A Startup Enxuta,2,41.45,82.9,Sudeste,PIX,Entregue
ORD-0676,2024-09-17,Beleza,Pinceis de Maquiagem Kit 12pc,1,75.48,75.48,Sudeste,Cartao,Entregue
ORD-0677,2024-09-17,Eletrônicos,Hub USB 7 portas,2,92.73,185.46,Nordeste,PIX,Entregue
ORD-0678,2024-09-17,Beleza,Shampoo Antirresíduo 300ml,4,41.41,165.64,Sudeste,Boleto,Entregue
ORD-0679,2024-09-18,Eletrônicos,Webcam Full HD 1080p,1,236.43,236.43,Centro-Oeste,PIX,Entregue
ORD-0680,2024-09-18,Beleza,Perfume Masculino 100ml,3,188.86,566.58,Nordeste,Cartao,Entregue
ORD-0681,2024-09-19,Beleza,Protetor Solar FPS 60,1,53.23,53.23,Nordeste,Cartao,Entregue
ORD-0682,2024-09-19,Moda,Tênis Casual Masculino,3,161.89,485.67,Norte,Cartao,Entregue
ORD-0683,2024-09-20,Livros,Clean Code,2,91.77,183.54,Nordeste,Cartao,Entregue
ORD-0684,2024-09-20,Livros,Algoritmos - CLRS,2,147.75,295.5,Norte,PIX,Entregue
ORD-0685,2024-09-20,Moda,Calça Jeans Skinny,1,135.44,135.44,Norte,PIX,Entregue
ORD-0686,2024-09-21,Moda,Vestido Floral Midi,2,172.49,344.98,Sudeste,Boleto,Cancelado
ORD-0687,2024-09-22,Beleza,Shampoo Antirresíduo 300ml,1,41.3,41.3,Sudeste,Boleto,Entregue
ORD-0688,2024-09-22,Esportes,Tênis de Corrida Nike,1,388.6,388.6,Sul,Cartao,Em transito
ORD-0689,2024-09-22,Moda,Camisa Social Slim Fit,5,117.77,588.85,Nordeste,PIX,Entregue
ORD-0690,2024-09-22,Esportes,Corda de Pular Speed,1,45.52,45.52,Sudeste,PIX,Entregue
ORD-0691,2024-09-22,Livros,Clean Code,1,91.62,91.62,Norte,Boleto,Entregue
ORD-0692,2024-09-22,Livros,A Startup Enxuta,2,40.89,81.78,Centro-Oeste,Cartao,Entregue
ORD-0693,2024-09-23,Beleza,Pinceis de Maquiagem Kit 12pc,1,85.32,85.32,Nordeste,PIX,Entregue
ORD-0694,2024-09-23,Moda,Calça Jeans Skinny,1,135.04,135.04,Sul,PIX,Entregue
ORD-0695,2024-09-24,Casa e Jardim,Luminária LED de Mesa,1,89.55,89.55,Nordeste,Cartao,Entregue
ORD-0696,2024-09-24,Livros,Algoritmos - CLRS,1,139.89,139.89,Sul,Boleto,Cancelado
ORD-0697,2024-09-24,Casa e Jardim,Tapete Sala 2x3m,3,175.69,527.07,Sudeste,PIX,Entregue
ORD-0698,2024-09-24,Casa e Jardim,Panela de Pressão Elétrica,3,305.65,916.95,Sudeste,Cartao,Entregue
ORD-0699,2024-09-24,Esportes,Corda de Pular Speed,1,48.44,48.44,Sul,Boleto,Entregue
ORD-0700,2024-09-24,Esportes,Whey Protein 900g,2,137.66,275.32,Sudeste,PIX,Em transito
ORD-0701,2024-09-25,Livros,Clean Code,4,81.28,325.12,Sul,PIX,Entregue
ORD-0702,2024-09-26,Casa e Jardim,Tapete Sala 2x3m,1,176.71,176.71,Nordeste,Boleto,Entregue
ORD-0703,2024-09-26,Esportes,Tênis de Corrida Nike,1,403.3,403.3,Norte,Boleto,Entregue
ORD-0704,2024-09-26,Livros,A Startup Enxuta,1,43.68,43.68,Sudeste,PIX,Em transito
ORD-0705,2024-09-26,Beleza,Pinceis de Maquiagem Kit 12pc,2,73.06,146.12,Sudeste,PIX,Cancelado
ORD-0706,2024-09-26,Beleza,Perfume Masculino 100ml,2,171.18,342.36,Nordeste,Boleto,Entregue
ORD-0707,2024-09-27,Casa e Jardim,Vassoura Elétrica Robô,1,497.05,497.05,Sudeste,Cartao,Em transito
ORD-0708,2024-09-27,Eletrônicos,Teclado Mecânico Redragon,2,299.75,599.5,Norte,PIX,Entregue
ORD-0709,2024-09-27,Casa e Jardim,Tapete Sala 2x3m,1,203.3,203.3,Sudeste,PIX,Entregue
ORD-0710,2024-09-28,Casa e Jardim,Jogo de Cama Queen 300 fios,1,142.74,142.74,Centro-Oeste,Cartao,Entregue
ORD-0711,2024-09-28,Moda,Meia Kit 3 pares,2,26.65,53.3,Nordeste,Boleto,Cancelado
ORD-0712,2024-09-28,Beleza,Secador de Cabelo Profissional,2,208.99,417.98,Sudeste,Cartao,Entregue
ORD-0713,2024-09-28,Moda,Tênis Casual Masculino,1,166.0,166.0,Sul,PIX,Em transito
ORD-0714,2024-09-28,Moda,Tênis Casual Masculino,1,168.9,168.9,Norte,Cartao,Entregue
ORD-0715,2024-09-29,Beleza,Protetor Solar FPS 60,2,52.39,104.78,Sul,Cartao,Entregue
